time_in_cycles,T50,P30,Ps30,Nc,NRf,phi,BPR,W32,htBleed,RUL
91,1407.73,553.85,47.36,9065.41,2388.05,521.32,8.4456,23.2176,394,187
92,1408.96,553.53,47.52,9057.55,2388.09,521.42,8.4173,23.3346,392,186
93,1408.24,552.74,47.38,9064.8,2388.08,521.47,8.4391,23.399,392,185
94,1396.55,553.92,47.41,9066.93,2388.05,522.48,8.4274,23.3058,393,184
95,1409.29,553.18,47.34,9061.33,2388.05,522.29,8.4537,23.3525,392,183
96,1402.59,553.82,47.48,9060.06,2388.06,521.5,8.4068,23.3368,391,182
97,1409.0,553.5,47.44,9062.79,2388.13,521.95,8.4363,23.3345,393,181
98,1405.74,553.1,47.49,9054.2,2388.08,521.46,8.427,23.299,392,180
99,1398.4,554.03,47.5,9065.45,2388.06,522.17,8.4167,23.2482,393,179
100,1404.37,553.24,47.37,9055.09,2388.06,521.56,8.4393,23.4177,394,178
101,1414.19,553.69,47.41,9059.49,2388.13,521.76,8.4343,23.2972,394,177
102,1401.84,553.67,47.72,9050.77,2388.06,521.2,8.451,23.3791,392,176
103,1411.57,553.79,47.64,9060.59,2388.08,522.05,8.3956,23.3766,393,175
104,1412.47,553.54,47.33,9058.82,2388.1,521.43,8.4732,23.3573,392,174
105,1408.35,553.01,47.4,9064.91,2388.1,521.61,8.4111,23.311,392,173
106,1402.23,554.32,47.53,9068.81,2388.06,521.64,8.3946,23.3595,392,172
107,1404.61,553.45,47.59,9064.99,2388.05,522.03,8.4237,23.2784,393,171
108,1413.69,554.46,47.54,9065.28,2388.12,521.76,8.4326,23.366,392,170
109,1400.6,553.78,47.45,9066.45,2388.05,521.91,8.4631,23.2669,393,169
110,1404.62,553.46,47.44,9064.54,2388.08,521.01,8.4429,23.3698,394,168
111,1412.05,553.24,47.34,9057.24,2388.1,521.38,8.4403,23.3234,393,167
112,1404.91,553.79,47.5,9062.82,2388.09,521.7,8.4457,23.2877,393,166
113,1403.21,553.6,47.47,9065.29,2388.09,521.51,8.4238,23.4275,394,165
114,1406.54,553.47,47.29,9060.87,2388.09,521.24,8.4031,23.2872,393,164
115,1399.22,553.91,47.37,9061.64,2388.13,521.36,8.4327,23.3533,392,163
116,1403.44,554.05,47.48,9059.88,2388.04,521.79,8.4665,23.2754,393,162
117,1409.88,553.33,47.67,9065.5,2388.05,521.49,8.4197,23.2679,393,161
118,1403.88,553.41,47.45,9079.16,2388.11,521.61,8.4353,23.3363,392,160
119,1410.15,553.49,47.5,9062.91,2388.09,521.46,8.4431,23.3018,394,159
120,1406.47,554.14,47.49,9058.07,2388.07,521.46,8.4462,23.261,392,158
121,1411.55,553.37,47.58,9056.53,2388.08,521.18,8.4295,23.2218,393,157
122,1405.14,553.76,47.46,9059.99,2388.11,521.66,8.4094,23.3342,392,156
123,1403.93,553.0,47.47,9066.68,2388.13,521.98,8.4435,23.3314,392,155
124,1406.5,553.1,47.38,9055.95,2388.14,521.63,8.4223,23.3577,393,154
125,1405.79,553.36,47.68,9063.75,2388.08,521.59,8.4494,23.2268,393,153
126,1407.17,553.52,47.46,9068.39,2388.13,521.87,8.4359,23.2735,393,152
127,1400.97,552.78,47.54,9067.32,2388.07,521.16,8.4613,23.327,392,151
128,1404.41,554.06,47.39,9052.49,2388.05,521.87,8.4203,23.323,393,150
129,1406.03,553.26,47.51,9063.42,2388.13,521.34,8.4493,23.3432,393,149
130,1408.43,553.69,47.61,9071.72,2388.12,521.85,8.4318,23.3359,392,148
131,1408.46,553.55,47.56,9056.05,2388.1,521.53,8.4074,23.3946,394,147
132,1407.2,552.79,47.32,9061.61,2388.13,521.57,8.4156,23.3184,394,146
133,1406.57,553.34,47.45,9058.77,2388.12,521.31,8.428,23.2998,393,145
134,1415.72,553.09,47.55,9064.76,2388.11,521.68,8.435,23.3312,392,144
135,1400.14,553.09,47.53,9065.48,2388.08,521.28,8.4238,23.388,393,143
136,1398.04,553.63,47.35,9061.91,2388.12,521.61,8.4272,23.2332,393,142
137,1409.55,553.58,47.5,9060.02,2388.06,521.3,8.4204,23.3441,394,141
138,1403.95,552.66,47.59,9061.23,2388.05,521.11,8.4374,23.2312,393,140
139,1406.16,553.4,47.66,9057.85,2388.07,521.17,8.4524,23.3033,394,139
140,1412.52,553.69,47.37,9061.23,2388.11,521.3,8.4635,23.3758,393,138
141,1410.79,553.55,47.46,9061.28,2388.08,521.45,8.4466,23.2154,393,137
142,1419.51,554.19,47.43,9063.22,2388.1,521.3,8.4621,23.2604,394,136
143,1409.57,553.73,47.59,9060.63,2388.09,521.42,8.4555,23.2103,393,135
144,1414.97,553.22,47.59,9064.65,2388.09,521.11,8.4324,23.3475,395,134
145,1406.2,553.4,47.65,9063.45,2388.14,520.96,8.4271,23.2874,392,133
146,1411.44,553.01,47.53,9068.96,2388.09,521.48,8.421,23.2269,394,132
147,1407.24,553.84,47.39,9064.58,2388.02,521.31,8.4333,23.3666,394,131
148,1407.06,553.47,47.54,9069.58,2388.13,521.44,8.4461,23.3038,394,130
149,1411.52,553.57,47.63,9065.47,2388.13,521.81,8.4504,23.3651,393,129
150,1408.32,553.74,47.53,9071.28,2388.11,521.11,8.4318,23.2857,393,128
151,1406.46,553.33,47.57,9061.54,2388.1,521.3,8.4659,23.33,394,127
152,1406.14,553.33,47.46,9067.46,2388.05,521.55,8.4582,23.2904,394,126
153,1410.03,553.21,47.63,9071.0,2388.1,521.17,8.4333,23.3039,394,125
154,1411.58,552.94,47.51,9067.42,2388.13,521.56,8.4479,23.4155,391,124
155,1409.78,553.51,47.49,9069.07,2388.06,521.62,8.4609,23.3223,393,123
156,1411.31,554.2,47.61,9068.54,2388.07,521.91,8.4537,23.3187,394,122
157,1410.56,553.14,47.61,9061.91,2388.08,521.27,8.4478,23.2145,396,121
158,1404.83,553.74,47.46,9066.35,2388.09,521.61,8.4474,23.3596,394,120
159,1405.09,552.9,47.61,9065.63,2388.08,521.17,8.4264,23.2907,393,119
160,1420.97,553.77,47.59,9060.13,2388.12,521.05,8.4243,23.3169,394,118
161,1409.65,552.97,47.49,9068.07,2388.1,521.42,8.4263,23.4212,393,117
162,1414.57,553.31,47.6,9068.01,2388.07,521.61,8.4154,23.4056,394,116
163,1404.93,553.06,47.54,9060.64,2388.12,521.81,8.452,23.3249,393,115
164,1407.99,553.17,47.62,9064.08,2388.14,521.28,8.4352,23.2752,393,114
165,1410.11,552.97,47.6,9067.84,2388.16,521.54,8.4293,23.2791,393,113
166,1407.36,553.39,47.53,9067.27,2388.12,521.82,8.4366,23.2471,393,112
167,1407.77,553.26,47.48,9070.24,2388.09,521.38,8.4722,23.3253,395,111
168,1418.3,552.79,47.64,9067.68,2388.12,521.33,8.4178,23.251,396,110
169,1410.96,552.35,47.59,9059.56,2388.12,521.04,8.4865,23.2506,392,109
170,1416.82,553.36,47.46,9069.24,2388.09,521.0,8.4496,23.2467,393,108
171,1415.5,553.02,47.49,9064.64,2388.11,521.41,8.4231,23.2366,393,107
172,1419.38,553.3,47.71,9064.33,2388.07,521.38,8.4449,23.1202,394,106
173,1404.28,553.25,47.61,9065.35,2388.08,520.98,8.4305,23.3192,395,105
174,1412.62,553.7,47.51,9067.68,2388.08,521.21,8.4945,23.3133,394,104
175,1418.71,553.75,47.57,9069.02,2388.14,521.08,8.4311,23.2723,395,103
176,1411.73,553.1,47.61,9067.16,2388.09,521.13,8.4363,23.3606,394,102
177,1414.81,553.03,47.51,9068.05,2388.11,521.25,8.4606,23.1713,394,101
178,1413.78,553.3,47.65,9063.98,2388.09,521.1,8.462,23.2595,393,100
179,1419.92,553.81,47.61,9063.86,2388.09,521.38,8.4344,23.2032,393,99
180,1411.1,553.4,47.65,9064.3,2388.14,521.08,8.4469,23.265,394,98
181,1409.94,553.15,47.73,9071.28,2388.12,520.61,8.4523,23.2017,394,97
182,1409.47,553.27,47.7,9066.43,2388.16,520.76,8.42,23.1016,395,96
183,1410.74,552.82,47.64,9071.98,2388.12,521.19,8.4648,23.3121,395,95
184,1407.53,552.48,47.42,9068.22,2388.17,520.76,8.4644,23.3092,392,94
185,1418.54,553.49,47.6,9062.82,2388.14,521.23,8.4498,23.155,394,93
186,1402.73,552.66,47.7,9069.54,2388.17,521.5,8.4489,23.3004,395,92
187,1409.2,553.1,47.69,9066.04,2388.16,521.21,8.4499,23.3564,393,91
188,1416.28,552.25,47.56,9063.07,2388.17,520.57,8.4433,23.2821,394,90
189,1415.6,552.35,47.64,9066.78,2388.17,521.06,8.4642,23.2123,393,89
190,1408.38,553.34,47.51,9068.12,2388.15,521.35,8.4569,23.1818,395,88
191,1406.86,552.7,47.71,9065.22,2388.14,521.22,8.4545,23.1956,395,87
192,1408.09,552.66,47.75,9068.89,2388.09,521.07,8.4348,23.2421,394,86
193,1412.65,553.07,47.61,9065.52,2388.16,521.25,8.4509,23.2479,393,85
194,1414.5,553.63,47.77,9067.56,2388.11,521.11,8.4813,23.1722,394,84
195,1413.6,553.43,47.77,9071.79,2388.13,521.42,8.4894,23.3458,393,83
196,1408.03,552.39,47.64,9069.62,2388.08,521.21,8.4556,23.1912,393,82
197,1414.18,552.47,47.64,9073.93,2388.11,521.28,8.4566,23.2989,394,81
198,1423.74,552.65,47.55,9066.91,2388.15,520.42,8.4685,23.2608,395,80
199,1411.43,553.12,47.64,9061.99,2388.02,520.64,8.4541,23.2555,394,79
200,1415.46,553.12,47.59,9078.69,2388.14,521.4,8.4735,23.1251,396,78
201,1413.96,553.42,47.58,9069.83,2388.09,520.91,8.489,23.3117,393,77
202,1410.48,552.63,47.68,9068.83,2388.12,520.66,8.4527,23.2881,393,76
203,1416.79,552.84,47.71,9072.5,2388.1,521.08,8.4791,23.3258,395,75
204,1416.37,552.96,47.8,9070.73,2388.08,521.09,8.4432,23.1096,395,74
205,1419.62,552.63,47.67,9074.23,2388.16,520.65,8.4587,23.2472,395,73
206,1418.03,551.65,47.69,9072.35,2388.16,521.57,8.4753,23.2514,393,72
207,1415.34,553.09,47.77,9076.18,2388.14,521.38,8.4762,23.3119,393,71
208,1417.7,553.61,47.55,9068.05,2388.13,520.79,8.4721,23.1731,395,70
209,1418.72,552.55,47.77,9067.28,2388.11,521.5,8.464,23.2609,396,69
210,1414.58,553.12,47.81,9067.42,2388.11,520.84,8.4718,23.2048,393,68
211,1420.59,552.5,47.83,9065.58,2388.06,520.73,8.46,23.1682,393,67
212,1409.22,553.24,47.82,9067.96,2388.1,521.05,8.4833,23.1847,394,66
213,1414.92,552.77,47.65,9065.16,2388.18,521.34,8.4752,23.1781,393,65
214,1412.87,552.68,47.76,9067.76,2388.1,520.57,8.479,23.171,392,64
215,1417.88,552.2,47.9,9068.82,2388.15,520.57,8.4947,23.2325,395,63
216,1416.51,553.18,47.79,9063.27,2388.16,520.8,8.4623,23.1699,395,62
217,1419.03,553.35,47.56,9070.48,2388.14,520.76,8.4794,23.1153,393,61
218,1415.43,552.95,47.59,9062.72,2388.16,521.15,8.4714,23.1817,394,60
219,1409.24,552.57,47.7,9069.06,2388.13,521.07,8.4764,23.2217,394,59
220,1417.21,552.54,48.06,9073.71,2388.13,520.84,8.4669,23.3473,395,58
221,1417.84,553.08,47.76,9069.27,2388.17,521.53,8.4588,23.117,394,57
222,1413.81,552.48,47.85,9082.9,2388.16,520.64,8.491,23.2519,394,56
223,1410.86,552.65,47.6,9069.13,2388.12,520.04,8.491,23.1962,395,55
224,1413.61,552.57,47.64,9074.06,2388.18,520.48,8.4593,23.0888,395,54
225,1418.79,553.51,47.72,9068.17,2388.12,520.68,8.4916,23.3133,393,53
226,1415.77,552.29,47.86,9064.08,2388.19,520.71,8.4496,23.2138,394,52
227,1422.58,552.09,47.87,9070.37,2388.14,520.73,8.4751,23.1902,395,51
228,1412.81,552.17,47.8,9073.2,2388.16,520.88,8.461,23.2119,395,50
229,1414.46,552.51,47.62,9071.39,2388.12,520.52,8.4614,23.1788,394,49
230,1418.73,552.43,47.74,9069.32,2388.17,520.63,8.4885,23.1396,396,48
231,1419.35,553.37,47.67,9077.93,2388.15,520.59,8.4775,23.3035,395,47
232,1420.2,552.71,47.68,9087.96,2388.08,520.49,8.4699,23.3251,395,46
233,1423.96,552.57,47.71,9071.4,2388.15,519.76,8.4914,23.1617,395,45
234,1414.2,552.04,47.63,9070.46,2388.13,521.03,8.476,23.1661,393,44
235,1421.7,552.04,47.77,9075.84,2388.15,520.28,8.4731,23.2233,396,43
236,1422.84,551.7,47.83,9076.4,2388.17,520.62,8.4761,23.2421,394,42
237,1420.16,552.35,47.97,9074.08,2388.17,520.63,8.4544,23.2031,396,41
238,1422.31,551.78,47.92,9070.39,2388.17,520.09,8.4811,23.0651,395,40
239,1415.36,552.94,47.93,9069.76,2388.15,520.18,8.523,23.1756,393,39
240,1418.81,552.57,47.89,9082.12,2388.18,520.65,8.4755,23.1176,396,38
241,1416.17,552.42,47.68,9069.18,2388.23,520.69,8.4971,23.1852,395,37
242,1417.66,552.26,48.1,9069.13,2388.11,520.03,8.4936,23.1141,396,36
243,1422.12,552.4,47.91,9074.64,2388.2,520.49,8.4936,23.1614,394,35
244,1423.7,552.6,47.97,9074.39,2388.18,520.64,8.5288,23.2109,395,34
245,1430.07,551.43,47.84,9074.9,2388.2,520.35,8.499,23.2515,394,33
246,1425.29,551.98,47.92,9074.32,2388.2,520.12,8.4927,23.1081,396,32
247,1422.69,552.47,48.0,9080.25,2388.19,520.23,8.4679,23.0771,395,31
248,1418.77,551.47,48.11,9070.15,2388.24,520.63,8.4879,23.2283,394,30
249,1426.69,551.78,47.92,9083.39,2388.21,520.64,8.531,23.0484,395,29
250,1425.83,552.71,48.11,9071.52,2388.27,520.11,8.511,23.111,395,28
251,1423.63,551.67,47.87,9078.84,2388.21,520.3,8.5326,23.1455,395,27
252,1426.48,552.38,48.12,9070.0,2388.22,520.86,8.5191,23.1412,396,26
253,1425.42,552.58,47.89,9077.78,2388.2,520.35,8.4767,23.1449,395,25
254,1426.27,552.45,47.93,9076.48,2388.24,519.96,8.5071,23.1083,395,24
255,1420.01,552.63,47.97,9072.66,2388.19,519.91,8.5189,23.1083,397,23
256,1425.0,552.34,48.07,9082.42,2388.2,520.59,8.4506,23.1794,396,22
257,1426.22,552.22,47.97,9084.14,2388.17,519.77,8.5113,23.043,397,21
258,1424.3,552.44,48.06,9079.05,2388.16,520.15,8.5157,23.1034,396,20
259,1434.24,551.89,48.03,9077.9,2388.23,520.16,8.4772,23.1161,394,19
260,1422.68,551.93,47.91,9074.77,2388.16,520.29,8.5513,23.1917,395,18
261,1432.76,551.73,48.12,9082.84,2388.21,519.89,8.4822,23.0505,396,17
262,1425.12,552.05,48.2,9077.97,2388.19,520.47,8.536,23.1939,396,16
263,1428.64,552.14,48.07,9074.34,2388.24,519.38,8.5344,23.0649,395,15
264,1429.31,551.89,48.28,9078.03,2388.23,519.68,8.4997,23.02,396,14
265,1418.99,551.34,47.99,9081.06,2388.24,520.11,8.4726,23.1122,397,13
266,1424.4,550.71,48.17,9082.13,2388.25,519.5,8.4977,22.9519,396,12
267,1426.99,552.14,48.18,9079.52,2388.18,519.98,8.4934,23.0526,395,11
268,1427.86,551.53,48.12,9080.34,2388.2,519.34,8.5246,23.1791,397,10
269,1426.76,551.72,48.1,9087.0,2388.23,520.0,8.5165,23.0689,394,9
270,1430.28,551.66,47.83,9078.26,2388.21,520.36,8.5226,23.1465,397,8
271,1427.6,551.66,48.13,9075.57,2388.18,520.03,8.5288,23.0933,396,7
272,1431.44,550.7,47.96,9078.87,2388.23,520.35,8.527,23.0076,396,6
273,1431.12,551.44,48.1,9075.52,2388.16,520.02,8.4782,23.0095,395,5
274,1420.73,551.59,48.07,9079.9,2388.22,519.8,8.5043,23.0271,396,4
275,1431.45,552.3,48.24,9083.57,2388.23,519.62,8.491,23.0738,396,3
276,1425.38,552.38,48.15,9070.18,2388.21,519.51,8.5339,23.1261,396,2
277,1431.26,551.68,48.26,9084.43,2388.25,519.13,8.522,23.0981,396,1
278,1425.47,551.62,48.16,9078.73,2388.22,519.63,8.4919,22.9947,398,0
1,1404.23,554.29,47.36,9060.45,2388.01,522.07,8.4386,23.3231,396,177
2,1411.71,553.91,47.44,9065.16,2388.03,521.81,8.4433,23.3576,393,176
3,1399.03,554.26,47.35,9064.45,2388.03,522.07,8.4248,23.2546,393,175
4,1397.49,552.91,47.28,9059.79,2388.05,521.97,8.4458,23.3086,392,174
5,1405.6,553.25,47.35,9060.3,2388.06,522.13,8.4194,23.3682,392,173
6,1403.27,553.9,47.42,9069.31,2388.05,521.91,8.4277,23.3295,391,172
7,1401.07,553.83,47.4,9061.13,2388.09,521.73,8.4074,23.293,391,171
8,1400.02,553.98,47.44,9063.11,2388.05,521.54,8.4062,23.306,392,170
9,1409.1,553.72,47.46,9060.52,2388.05,521.97,8.4297,23.3575,393,169
10,1398.67,554.18,47.34,9059.42,2388.04,522.27,8.4331,23.3449,393,168
11,1408.83,553.74,47.31,9059.87,2388.08,521.78,8.4558,23.3298,393,167
12,1408.14,553.61,47.28,9064.79,2388.04,521.88,8.419,23.3313,393,166
13,1407.08,553.71,47.46,9065.84,2388.05,521.44,8.454,23.4211,393,165
14,1401.95,553.33,47.6,9064.22,2388.08,522.39,8.4175,23.4283,393,164
15,1403.65,553.3,47.45,9063.48,2388.05,521.64,8.4566,23.3722,393,163
16,1401.86,553.18,47.51,9061.83,2388.08,522.01,8.4581,23.2325,393,162
17,1405.4,553.76,47.38,9065.09,2388.05,521.21,8.4364,23.2378,393,161
18,1401.84,553.88,47.4,9068.0,2388.0,522.12,8.4154,23.3028,394,160
19,1410.52,553.38,47.53,9069.84,2388.06,521.85,8.4424,23.2458,393,159
20,1405.7,553.68,47.66,9061.18,2388.03,521.6,8.4972,23.2224,393,158
21,1401.96,553.76,47.38,9063.1,2388.08,521.82,8.4061,23.1786,392,157
22,1404.62,553.65,47.35,9065.84,2388.05,522.04,8.4338,23.321,393,156
23,1402.34,554.27,47.45,9060.13,2388.1,521.83,8.4229,23.4017,392,155
24,1399.98,553.61,47.4,9061.21,2388.05,521.67,8.403,23.2221,391,154
25,1407.85,553.15,47.43,9058.64,2388.03,521.89,8.4432,23.3172,393,153
26,1402.59,554.39,47.45,9056.53,2388.06,522.16,8.4146,23.3202,392,152
27,1404.56,554.16,47.43,9060.19,2388.01,521.37,8.3933,23.3299,392,151
28,1408.3,553.93,47.3,9061.48,2388.0,521.57,8.3952,23.3274,392,150
29,1403.12,553.76,47.53,9060.79,2388.01,521.87,8.4068,23.2309,394,149
30,1400.58,553.48,47.56,9057.93,2388.12,521.94,8.4347,23.3907,393,148
31,1410.46,553.36,47.49,9063.16,2388.06,521.53,8.4248,23.314,394,147
32,1406.63,555.2,47.45,9065.1,2388.09,521.74,8.4034,23.3631,392,146
33,1400.67,553.66,47.45,9060.27,2388.07,522.05,8.4136,23.3336,391,145
34,1412.11,553.9,47.53,9067.77,2388.09,522.07,8.4092,23.3277,392,144
35,1407.37,553.23,47.35,9063.19,2388.11,522.23,8.4379,23.3968,392,143
36,1402.09,553.71,47.47,9076.05,2388.07,522.18,8.4318,23.3351,391,142
37,1410.85,553.93,47.36,9055.9,2388.07,521.62,8.4319,23.3611,392,141
38,1399.22,553.92,47.45,9062.02,2388.05,522.24,8.4481,23.3222,394,140
39,1405.47,552.9,47.71,9052.88,2388.08,522.15,8.4172,23.2849,391,139
40,1413.06,554.13,47.44,9066.08,2388.08,521.49,8.4166,23.4115,393,138
41,1404.35,553.73,47.43,9063.22,2388.09,522.26,8.4239,23.3066,393,137
42,1403.48,553.0,47.47,9064.9,2388.08,521.44,8.3738,23.2766,392,136
43,1411.32,552.56,47.48,9064.77,2388.08,521.67,8.4291,23.29,393,135
44,1402.66,554.29,47.59,9062.14,2388.04,521.74,8.4242,23.3118,395,134
45,1402.98,553.94,47.35,9057.77,2388.13,522.22,8.434,23.2995,392,133
46,1408.07,554.02,47.37,9060.19,2388.1,521.85,8.3987,23.36,392,132
47,1406.84,553.6,47.46,9069.6,2388.04,522.12,8.3991,23.4098,394,131
48,1401.25,553.9,47.52,9073.38,2388.06,522.07,8.4363,23.2825,392,130
49,1396.51,553.46,47.49,9056.93,2388.05,521.82,8.4529,23.2133,393,129
50,1412.06,554.12,47.36,9065.86,2388.07,521.8,8.4743,23.3193,393,128
51,1407.25,553.46,47.53,9061.02,2388.07,521.37,8.4623,23.2799,393,127
52,1412.9,553.52,47.48,9066.31,2388.06,521.39,8.445,23.273,391,126
53,1401.93,553.56,47.48,9058.85,2388.03,521.4,8.4074,23.3945,393,125
54,1414.83,553.63,47.35,9073.16,2388.07,521.79,8.448,23.352,392,124
55,1406.35,553.45,47.37,9061.23,2388.06,521.97,8.4392,23.3749,392,123
56,1409.17,553.24,47.44,9066.78,2388.09,521.99,8.4045,23.3433,391,122
57,1411.48,553.48,47.67,9062.0,2388.14,521.48,8.4425,23.325,391,121
58,1407.46,553.37,47.58,9059.92,2388.1,521.75,8.44,23.273,392,120
59,1411.54,553.18,47.38,9066.36,2388.06,521.49,8.4484,23.3123,394,119
60,1408.96,553.54,47.46,9063.67,2388.06,521.54,8.425,23.3097,393,118
61,1408.38,553.05,47.47,9066.47,2388.06,521.24,8.4338,23.3724,392,117
62,1408.53,554.01,47.59,9065.14,2388.09,521.31,8.4202,23.2468,391,116
63,1400.56,552.9,47.48,9064.92,2388.11,522.17,8.4627,23.1955,395,115
64,1405.63,553.44,47.68,9066.11,2388.09,520.98,8.4472,23.3448,396,114
65,1403.53,553.48,47.56,9066.14,2388.08,522.0,8.4499,23.2508,391,113
66,1410.38,553.72,47.64,9059.36,2388.05,521.52,8.4616,23.2875,391,112
67,1409.77,553.95,47.62,9069.26,2388.07,521.48,8.4346,23.371,393,111
68,1402.54,553.66,47.47,9066.81,2388.07,521.5,8.4131,23.2755,394,110
69,1404.03,553.26,47.39,9061.62,2388.02,521.28,8.4273,23.3442,393,109
70,1405.51,554.06,47.56,9066.05,2388.05,521.83,8.3978,23.2847,395,108
71,1408.13,553.27,47.44,9067.45,2388.07,521.26,8.4481,23.2837,393,107
72,1402.96,553.01,47.36,9061.2,2388.07,521.07,8.4407,23.3345,392,106
73,1412.28,553.46,47.65,9067.75,2388.07,521.28,8.4292,23.2988,393,105
74,1404.55,554.18,47.44,9066.13,2388.07,521.55,8.4139,23.2598,392,104
75,1408.68,554.47,47.68,9056.69,2388.05,521.3,8.4087,23.368,393,103
76,1407.8,553.25,47.55,9057.95,2388.12,521.05,8.4433,23.2997,393,102
77,1411.11,553.53,47.36,9061.61,2388.07,521.31,8.4656,23.3633,394,101
78,1402.61,553.04,47.43,9062.33,2388.07,521.98,8.4471,23.3111,392,100
79,1407.46,552.86,47.55,9066.69,2388.07,521.37,8.4514,23.3016,392,99
80,1408.29,553.07,47.48,9061.78,2388.1,520.9,8.4423,23.355,394,98
81,1404.38,553.66,47.62,9060.99,2388.12,521.41,8.4401,23.3566,393,97
82,1398.67,553.03,47.59,9060.88,2388.12,521.36,8.4438,23.389,393,96
83,1413.2,552.8,47.64,9064.8,2388.11,521.57,8.451,23.3748,394,95
84,1406.47,554.26,47.35,9065.05,2388.09,521.43,8.431,23.3245,393,94
85,1412.75,552.96,47.52,9069.16,2388.13,521.32,8.4768,23.266,393,93
86,1403.4,553.59,47.47,9056.19,2388.03,521.61,8.4285,23.2372,392,92
87,1402.49,552.65,47.46,9065.1,2388.14,521.41,8.4502,23.2852,392,91
88,1405.26,553.29,47.71,9061.81,2388.09,521.25,8.4285,23.2825,395,90
89,1401.27,553.22,47.43,9066.32,2388.12,521.22,8.459,23.3441,394,89
90,1406.69,553.92,47.46,9064.42,2388.07,521.39,8.4441,23.3951,393,88
91,1410.86,553.15,47.4,9064.18,2388.1,521.3,8.4433,23.3453,393,87
92,1405.14,553.42,47.57,9057.68,2388.11,521.11,8.4211,23.2392,392,86
93,1399.11,553.62,47.52,9058.01,2388.06,521.31,8.3831,23.1919,392,85
94,1417.07,553.42,47.6,9055.79,2388.11,521.32,8.4357,23.2332,393,84
95,1412.2,553.78,47.52,9058.39,2388.06,521.59,8.4278,23.248,393,83
96,1412.72,553.54,47.59,9059.65,2388.09,521.35,8.4141,23.1993,393,82
97,1402.35,553.49,47.56,9062.17,2388.08,521.59,8.465,23.3093,393,81
98,1413.36,552.72,47.4,9068.52,2388.13,521.63,8.4039,23.3759,395,80
99,1405.31,553.7,47.43,9064.42,2388.12,521.3,8.4582,23.3004,393,79
100,1401.91,553.16,47.65,9070.56,2388.1,521.5,8.4123,23.2858,394,78
101,1408.98,552.76,47.36,9066.76,2388.11,521.37,8.4731,23.1583,393,77
102,1408.0,553.59,47.54,9058.81,2388.08,521.34,8.4299,23.2702,393,76
103,1404.3,553.02,47.43,9062.35,2388.13,520.88,8.4635,23.2079,394,75
104,1410.48,554.07,47.51,9065.29,2388.14,520.97,8.427,23.1964,394,74
105,1407.01,553.38,47.39,9062.66,2388.12,520.88,8.4226,23.1977,393,73
106,1410.99,552.72,47.5,9067.73,2388.11,521.23,8.4125,23.3085,392,72
107,1403.87,553.3,47.56,9066.77,2388.11,521.39,8.4705,23.3659,395,71
108,1407.82,553.04,47.6,9066.76,2388.08,521.42,8.4595,23.2329,395,70
109,1407.67,553.28,47.56,9067.76,2388.12,520.99,8.4196,23.1913,392,69
110,1408.0,553.16,47.58,9063.96,2388.15,521.73,8.4346,23.3317,393,68
111,1416.7,554.12,47.8,9056.41,2388.15,520.73,8.456,23.2983,392,67
112,1406.87,553.71,47.67,9061.05,2388.14,521.65,8.4219,23.1821,393,66
113,1411.7,553.1,47.94,9060.29,2388.11,520.94,8.4549,23.2563,396,65
114,1414.34,553.33,47.6,9076.15,2388.12,521.3,8.4597,23.2962,393,64
115,1417.17,552.93,47.86,9059.41,2388.11,521.63,8.4268,23.3861,393,63
116,1402.2,552.62,47.68,9062.98,2388.13,520.76,8.4568,23.1955,392,62
117,1416.93,553.65,47.47,9058.2,2388.11,520.77,8.4564,23.2598,394,61
118,1412.99,552.97,47.39,9068.19,2388.09,521.31,8.5044,23.2926,394,60
119,1410.54,552.75,47.66,9060.38,2388.14,521.07,8.4653,23.2218,393,59
120,1413.6,552.86,47.76,9054.4,2388.12,521.06,8.4522,23.3044,393,58
121,1417.71,553.27,47.52,9059.98,2388.16,520.83,8.4739,23.2046,394,57
122,1416.66,553.23,47.57,9068.08,2388.11,520.92,8.4317,23.2967,394,56
123,1407.54,552.65,47.63,9061.66,2388.09,521.65,8.4684,23.3174,393,55
124,1410.78,553.59,47.66,9057.62,2388.17,521.11,8.4486,23.2621,393,54
125,1411.23,552.76,47.57,9057.39,2388.14,520.65,8.4623,23.2239,396,53
126,1407.75,552.77,47.78,9058.0,2388.15,521.55,8.4699,23.2372,395,52
127,1416.49,552.29,47.77,9045.78,2388.11,521.29,8.467,23.2872,394,51
128,1409.41,552.55,47.75,9065.79,2388.14,520.61,8.4366,23.1833,395,50
129,1412.33,552.39,47.67,9062.33,2388.25,520.7,8.4474,23.2246,394,49
130,1416.35,552.82,47.59,9063.39,2388.22,521.31,8.4564,23.2287,393,48
131,1410.21,552.5,47.52,9054.44,2388.1,520.59,8.4586,23.1694,394,47
132,1417.38,552.77,47.71,9068.6,2388.12,520.52,8.4776,23.2799,393,46
133,1411.34,551.85,47.6,9060.67,2388.11,520.48,8.4319,23.2487,393,45
134,1415.48,552.11,47.73,9057.02,2388.18,520.95,8.4629,23.1725,394,44
135,1417.82,552.72,47.66,9060.22,2388.17,520.8,8.4226,23.1578,395,43
136,1414.73,552.91,47.95,9055.95,2388.2,520.91,8.4773,23.2105,394,42
137,1415.8,552.92,47.48,9056.74,2388.17,520.99,8.4512,23.214,392,41
138,1415.21,552.52,47.78,9059.33,2388.17,520.88,8.4848,23.2027,393,40
